Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West)
27/09/2014,17,1676,593,227,77,2516,2774,1957,1857,0,106,116,506,138,205,2206,1433,777,0,413,2393,883,244,1072,1053,1142,734,147,1187,773,673,368
27/09/2014,18,1456,441,185,79,2575,2676,1406,1160,0,122,117,382,121,180,2196,1408,727,0,492,2113,753,195,1136,718,1195,1035,158,1550,915,961,262
27/09/2014,19,1334,384,139,104,2527,2007,823,536,0,68,98,309,68,116,1935,1234,485,0,398,1863,569,207,1245,554,1260,1130,101,788,970,1154,149
27/09/2014,20,1186,198,90,82,2255,1957,499,434,0,86,97,230,70,62,1335,1076,574,0,321,1564,435,178,1058,391,1086,917,89,491,898,1235,101
27/09/2014,21,923,200,97,69,2109,1802,462,489,0,67,61,211,41,52,1376,909,452,0,247,1343,455,188,994,271,880,834,90,784,673,1191,62
27/09/2014,22,702,200,78,88,1638,1852,380,403,0,83,72,112,13,47,1374,665,432,0,215,1242,595,153,1152,375,782,941,92,735,950,776,87
27/09/2014,23,442,90,51,81,1264,1909,303,217,0,41,30,75,14,36,658,587,376,0,216,830,374,122,980,317,536,684,73,232,899,471,49
28/09/2014,0,323,55,33,56,776,1748,187,152,0,26,39,42,1,14,385,379,202,0,170,555,199,79,754,204,357,597,40,158,671,212,13
28/09/2014,1,177,33,29,43,495,1407,142,116,0,16,14,10,2,15,245,232,96,0,140,347,67,50,620,83,227,383,28,138,478,151,12
28/09/2014,2,117,29,19,32,315,1325,80,130,0,15,11,4,0,4,117,167,77,0,101,310,51,57,482,33,137,276,15,63,469,82,13
28/09/2014,3,51,12,16,11,210,1023,49,66,0,5,25,13,5,2,74,86,41,0,68,173,63,52,409,13,97,95,18,57,342,36,6
28/09/2014,4,31,13,9,15,137,806,44,70,0,10,10,4,1,0,80,72,50,0,82,129,51,37,269,23,67,33,9,67,206,36,3
28/09/2014,5,63,22,7,15,83,687,28,60,0,8,4,6,0,8,69,50,40,0,44,83,46,24,124,20,25,38,1,74,156,17,10
28/09/2014,6,56,24,8,14,101,314,33,70,0,27,19,24,9,21,138,106,82,0,114,148,138,54,108,78,41,37,23,131,108,23,35
28/09/2014,7,119,68,45,42,314,276,101,123,0,54,38,93,30,75,257,208,120,0,270,351,378,87,104,142,76,47,69,282,173,65,55
28/09/2014,8,214,110,67,58,536,560,274,318,0,77,65,184,23,121,365,482,223,0,564,668,591,164,165,274,115,55,141,485,167,222,50
28/09/2014,9,468,146,110,101,683,922,713,819,0,111,80,247,64,131,822,806,376,0,803,1193,606,196,239,445,259,0,221,991,246,318,101
28/09/2014,10,735,223,111,101,1371,1721,1473,1552,0,109,106,381,103,172,1251,1063,454,0,1363,1683,770,210,427,566,531,0,351,1632,435,227,81
28/09/2014,11,1094,314,164,99,1741,2399,1947,2124,0,93,104,432,149,181,1785,1415,622,0,1629,1960,786,145,602,827,905,0,388,1748,679,516,152
28/09/2014,12,1480,265,184,93,2325,3002,2520,2622,0,101,69,449,176,195,1918,1386,566,0,1838,2249,658,205,757,987,1225,0,385,2072,923,675,86
28/09/2014,13,1551,351,128,121,2396,3084,2735,2870,0,93,74,478,183,181,2021,1548,559,0,1761,2500,768,202,728,1068,1261,0,404,2045,911,780,81
28/09/2014,14,1743,468,155,116,2579,3115,2705,3057,0,117,53,428,188,212,2052,1652,573,0,1562,2455,806,238,821,1220,1233,0,350,2083,992,1074,86
28/09/2014,15,1699,299,136,122,2641,3209,2580,3032,0,112,48,443,178,166,2040,1513,650,0,1146,2513,785,216,869,1073,983,0,268,1681,746,1239,94
28/09/2014,16,1827,314,152,77,2505,2723,2226,2315,0,111,71,463,163,176,1736,1350,538,0,571,2450,925,146,860,924,988,0,144,1202,764,1082,100
28/09/2014,17,1600,335,151,81,2355,2119,1710,1459,0,128,88,556,150,141,1421,1185,502,0,397,2197,731,167,940,795,1183,0,125,706,841,965,85
28/09/2014,18,1201,337,120,86,2397,1734,1165,703,0,102,105,413,87,86,1382,1051,472,0,351,1865,585,165,962,466,1244,0,94,608,800,1221,60
28/09/2014,19,1035,247,64,70,2033,1410,488,333,0,59,81,315,66,65,1155,864,326,0,315,1470,505,148,840,360,1074,0,87,387,758,1114,42
28/09/2014,20,962,155,68,59,1960,1044,399,246,0,52,67,229,61,65,865,650,325,0,259,1225,341,109,673,234,902,0,48,305,749,1211,54
28/09/2014,21,573,103,35,42,1283,774,232,205,0,38,41,161,50,27,576,634,268,0,216,934,282,116,457,163,530,0,55,239,498,825,30
28/09/2014,22,340,60,23,34,825,516,137,109,0,33,35,72,16,5,329,371,165,0,149,631,174,44,371,104,282,203,41,180,361,450,23
28/09/2014,23,153,21,18,35,424,226,79,66,0,20,41,56,10,16,155,175,159,0,115,299,132,53,226,75,144,121,36,55,239,193,14
29/09/2014,0,76,21,6,22,212,99,31,32,0,13,15,19,10,1,80,96,53,0,70,136,27,14,115,16,81,51,13,41,201,64,6
29/09/2014,1,16,10,1,10,90,48,31,6,0,4,0,8,0,10,36,49,21,0,43,59,10,2,89,31,53,24,19,15,138,41,0
29/09/2014,2,38,7,2,3,70,26,26,3,0,3,4,4,0,4,22,32,16,0,29,51,9,12,44,16,34,22,2,12,96,15,0
29/09/2014,3,19,10,5,1,37,27,8,8,0,0,2,13,0,2,35,23,17,0,35,35,11,7,39,13,14,14,3,31,144,3,1
29/09/2014,4,11,9,6,15,39,79,4,18,0,9,9,7,5,1,43,19,39,0,35,30,37,8,39,9,17,3,4,55,131,14,4
29/09/2014,5,37,77,57,131,106,99,34,28,0,78,30,26,3,36,117,146,88,0,30,213,245,45,32,79,13,6,11,144,38,20,22
29/09/2014,6,144,318,308,873,237,259,112,106,0,571,133,103,19,141,421,534,252,0,115,744,965,187,72,291,42,33,25,456,77,41,97
29/09/2014,7,468,1159,1078,3314,715,778,416,384,0,1901,344,295,42,375,1119,1596,765,0,300,1933,2580,626,220,579,142,94,110,1264,213,127,273
29/09/2014,8,823,1789,1497,4418,1062,1206,773,683,0,2240,433,330,41,357,1432,2137,932,0,462,2396,2913,952,348,584,243,193,115,1588,303,224,401
29/09/2014,9,783,781,490,1296,1154,1567,1092,1062,0,781,237,161,39,164,959,1156,452,0,527,1764,1625,450,360,408,329,186,102,693,330,177,171
29/09/2014,10,1008,657,481,829,1628,2085,1606,1785,0,372,191,226,43,187,1094,1116,464,0,666,1961,1376,485,564,481,515,320,106,833,555,276,200
29/09/2014,11,1479,926,502,892,2206,3108,2487,2817,0,535,226,387,113,263,1536,1465,519,0,815,2432,1432,478,802,701,894,531,128,1082,779,321,222
29/09/2014,12,2334,1944,782,1482,3202,4231,3764,4329,0,1056,356,722,211,718,1910,2347,753,0,1361,3510,2078,813,1322,1036,1366,876,187,1454,1269,735,371
29/09/2014,13,2256,1354,600,1256,3121,4198,3468,3867,0,764,286,481,115,403,1895,1837,617,0,902,3256,1638,647,1142,847,1268,715,155,1540,1140,668,319
29/09/2014,14,2120,675,486,941,3089,3868,2936,3251,0,499,193,419,99,235,1853,1473,535,0,669,2902,1334,398,1004,874,1063,533,133,1278,825,528,171
29/09/2014,15,2378,665,564,1520,2969,3763,2654,2800,0,812,185,441,106,197,1837,1410,556,0,721,2857,1897,530,918,888,957,510,128,1359,885,662,179
29/09/2014,16,2363,928,1244,3207,3029,3520,2460,2601,0,1943,328,419,77,373,2159,2022,1022,0,572,3611,3212,530,952,926,958,0,170,1715,954,556,407
29/09/2014,17,2376,1185,1386,2982,2709,3342,2542,2190,0,1770,494,591,144,588,2525,2348,1349,0,606,3780,3112,564,1114,1221,1037,0,212,2018,925,538,343
29/09/2014,18,1922,615,545,1066,2365,2206,1725,1105,0,669,307,389,82,327,1439,1391,745,0,455,2726,1408,249,987,518,1201,732,151,1005,935,611,128
29/09/2014,19,1459,285,184,406,2146,1744,646,532,0,188,107,259,75,127,1075,920,454,0,378,1882,741,201,928,330,1029,774,79,682,746,815,67
29/09/2014,20,1141,301,93,143,1951,1153,475,343,0,104,75,201,57,78,749,592,286,0,347,1306,504,125,713,200,822,527,118,330,598,742,59
29/09/2014,21,700,175,85,118,1438,884,287,245,0,74,49,124,40,35,576,565,256,0,279,1128,398,91,562,145,615,394,63,268,865,550,33
29/09/2014,22,330,97,40,78,895,475,144,117,0,40,32,65,19,22,339,350,226,0,163,755,211,54,320,124,274,220,32,170,265,209,26
29/09/2014,23,157,49,20,55,403,232,80,65,0,17,18,24,4,9,165,220,142,0,90,345,102,34,220,41,148,78,21,63,137,97,20
30/09/2014,0,63,21,4,16,156,80,39,29,0,3,2,4,4,1,69,85,44,0,108,108,41,14,133,6,92,33,16,34,76,18,9
30/09/2014,1,41,6,3,9,71,42,21,16,0,5,0,4,1,0,31,46,20,0,61,45,14,8,115,17,50,24,8,23,63,32,2
30/09/2014,2,35,4,0,1,61,26,5,4,0,0,1,2,0,0,38,35,22,0,31,20,12,9,37,2,15,12,4,36,22,2,2
30/09/2014,3,10,12,1,6,29,22,4,3,0,2,0,11,0,0,27,23,16,0,31,41,14,5,15,9,18,15,4,28,25,2,1
30/09/2014,4,8,18,1,16,44,36,15,10,0,6,0,7,4,0,57,37,67,0,14,46,25,4,28,8,9,9,1,88,28,24,5
30/09/2014,5,46,92,52,185,100,104,51,24,0,130,28,27,4,59,135,190,137,0,77,215,256,55,54,93,19,9,9,163,29,12,30
30/09/2014,6,137,358,313,1027,240,264,149,115,0,708,145,127,22,192,495,631,298,0,216,802,1108,242,134,325,40,64,50,555,70,30,125
30/09/2014,7,492,1179,1129,3393,705,805,446,445,0,2213,384,344,69,424,1201,1712,780,0,455,2064,2765,656,186,607,129,104,135,1407,232,126,318
30/09/2014,8,847,1817,1560,4451,1004,1326,806,744,0,2414,496,313,51,378,1500,2145,940,0,713,2719,3009,909,341,634,287,183,191,1555,397,222,394
30/09/2014,9,831,724,591,1260,1151,1287,1029,1023,0,769,261,196,29,174,935,1123,421,0,893,1694,1552,479,303,430,307,202,191,750,378,170,218
30/09/2014,10,1032,688,479,769,1570,2159,1632,1635,0,406,216,215,42,174,1083,1019,377,0,1114,1967,1312,360,453,487,422,339,219,902,494,271,190
30/09/2014,11,1488,766,469,941,2221,2986,2278,2420,0,577,270,299,67,318,1444,1439,477,0,1645,2404,1559,475,723,627,834,536,311,945,767,388,226
30/09/2014,12,2208,1753,700,1260,3139,4102,3618,3840,0,1063,478,475,118,591,1718,2090,613,0,2250,3219,2072,682,1210,893,1176,848,364,1305,1257,658,329
30/09/2014,13,2054,1253,644,1059,2879,3896,3137,3711,0,760,376,362,128,340,1762,1853,564,0,1759,3142,1662,496,1015,807,1172,608,254,1278,1080,596,277
30/09/2014,14,1774,689,434,907,2621,3787,2526,2943,0,537,283,169,23,161,1526,1491,522,0,982,2741,1531,384,716,602,862,528,218,985,766,425,196
30/09/2014,15,1212,703,673,1738,1543,2556,1946,2195,0,782,159,29,6,132,1025,1126,413,0,482,2517,1957,371,547,340,586,337,140,706,546,330,181
30/09/2014,16,1595,897,1207,3194,1764,2158,1689,1869,0,1801,406,117,14,285,1280,1534,789,0,496,2942,3226,526,575,541,631,383,162,1061,634,225,331
30/09/2014,17,1736,1133,1407,2944,2144,2197,2036,1619,0,1782,537,269,34,459,1819,1971,1139,0,511,3316,3058,529,839,783,917,584,175,1733,750,368,304
30/09/2014,18,1353,608,576,1120,2059,1718,1429,838,0,577,297,205,34,222,966,1018,587,0,500,2202,1510,302,804,365,1030,703,188,778,823,462,156
30/09/2014,19,1059,333,199,360,1774,1150,551,397,0,150,111,117,25,81,778,700,309,0,403,1503,750,148,774,164,969,650,95,632,678,518,71
30/09/2014,20,927,204,120,224,1591,921,371,274,0,110,71,89,24,55,593,527,213,0,281,1146,469,192,655,122,695,522,117,324,551,483,52
30/09/2014,21,550,163,83,126,1017,629,250,184,0,55,51,72,22,46,456,417,228,0,206,881,358,108,460,117,472,379,78,303,457,314,46
30/09/2014,22,296,95,39,81,659,436,114,153,0,33,21,35,7,13,311,277,148,0,194,566,221,58,288,57,345,293,50,151,344,181,20
30/09/2014,23,120,30,16,57,350,181,49,36,0,21,4,13,1,9,120,160,107,0,75,276,116,36,190,47,133,85,19,81,166,61,15
