Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West)
25/06/2015,6,62,228,200,668,141,161,103,66,0,463,89,47,16,113,309,957,286,234,151,465,674,130,77,162,14,12,39,278,41,38,73,52,79,89,24,694,76,185,122,39,32,19
25/06/2015,7,286,824,713,2232,335,446,263,231,0,1652,306,161,44,208,885,1969,553,405,283,1164,1995,462,164,443,58,53,76,771,140,100,175,128,183,237,56,1617,271,532,256,72,82,53
25/06/2015,8,669,1881,1742,4988,710,1185,691,570,0,3008,632,260,71,394,1816,4228,1221,671,568,2464,3724,1086,304,958,157,133,161,1646,354,167,464,306,459,653,148,3480,798,1421,471,142,177,114
25/06/2015,9,622,1207,965,2549,803,1485,814,841,0,1430,372,191,29,172,1227,2241,585,363,680,1729,2184,594,308,510,206,145,162,1176,349,173,298,221,461,514,142,3142,592,1302,319,153,188,132
25/06/2015,10,626,705,508,983,887,1740,1196,1178,0,481,258,100,28,158,996,1267,348,559,732,1513,1302,446,390,289,347,270,171,1018,420,165,155,117,323,474,120,2980,698,937,341,171,181,117
25/06/2015,11,791,629,449,886,1301,2199,1768,1635,0,507,277,107,14,164,1453,1574,491,456,1052,1712,1358,451,505,429,516,371,191,1202,487,251,165,215,374,484,207,3521,619,1350,440,210,263,127
25/06/2015,12,1470,1464,645,1128,2151,3282,2904,2730,0,1085,468,333,109,550,1676,2343,638,721,1704,2640,2002,642,1240,667,990,697,249,1387,1149,397,275,323,946,800,338,4364,1043,1743,513,279,290,200
25/06/2015,13,1466,1433,679,1268,2302,3651,3384,3238,0,979,454,204,56,426,1735,2292,547,801,1547,2787,1880,678,1158,631,971,784,245,1776,1071,434,238,375,874,863,370,4916,957,1642,717,264,257,139
25/06/2015,14,1387,866,467,1032,2213,3077,2642,2623,0,615,282,183,32,179,1622,2383,635,412,1071,2576,1653,487,841,796,901,524,205,1524,741,313,224,311,383,552,209,4440,654,1759,545,316,348,117
25/06/2015,15,1487,655,553,1151,2202,3169,2627,2633,0,738,259,139,59,204,1657,2435,621,414,735,2719,1836,383,752,729,877,468,185,1269,645,348,221,179,260,531,200,4344,616,1599,460,222,203,133
25/06/2015,16,1760,719,972,2349,2288,3107,2688,2569,0,1624,482,179,47,216,1850,3165,877,410,615,2932,2702,478,815,888,806,418,130,1414,705,314,351,209,277,527,237,4621,501,1905,434,262,286,167
25/06/2015,17,1888,1237,1659,3822,2524,3520,2995,2377,0,2481,646,318,82,471,2849,5039,1597,884,565,3540,3762,655,991,1294,985,597,166,2242,800,334,447,299,408,819,318,5482,580,2683,650,280,345,192
25/06/2015,18,1671,758,818,1609,2603,2763,2399,1774,0,939,340,236,51,237,2104,3123,956,959,463,2723,2056,422,927,1002,1126,808,181,1692,874,361,265,241,316,425,276,4790,477,2106,496,203,233,157
25/06/2015,19,1188,395,280,550,2099,2038,1600,1031,0,308,184,158,41,101,1497,1753,458,547,401,1744,1073,182,897,385,1083,866,119,1811,779,530,105,152,203,245,380,3192,389,1488,352,141,145,107
25/06/2015,20,1091,255,140,293,1941,1568,1137,782,0,140,115,160,40,124,913,1489,341,169,322,1462,690,125,729,534,977,688,95,466,684,468,75,108,98,177,248,2330,211,910,191,122,94,74
25/06/2015,21,863,184,111,218,1935,1188,614,328,0,110,77,102,20,44,916,1453,387,225,265,1165,681,162,608,336,807,550,91,376,541,515,44,94,113,198,216,2085,156,887,175,77,71,65
25/06/2015,22,509,178,103,135,1376,815,332,215,0,68,38,127,35,34,1441,1083,337,675,220,1006,436,119,538,246,589,439,116,1092,529,286,76,252,82,123,152,2308,285,1037,194,66,85,54
25/06/2015,23,283,118,51,97,998,542,163,135,0,42,21,63,14,16,400,748,250,72,191,641,280,90,413,194,308,588,44,161,377,174,29,72,61,110,75,1430,94,435,89,20,17,19
26/06/2015,0,128,66,25,73,426,347,96,64,0,32,14,12,7,10,158,215,95,16,130,262,112,27,222,56,228,148,19,91,220,97,12,37,29,19,19,612,41,185,44,12,23,22
26/06/2015,1,77,9,15,26,276,205,60,46,0,2,7,10,3,2,74,111,46,15,84,160,62,30,274,21,75,113,24,39,219,55,4,18,20,17,9,270,14,105,46,25,21,20
26/06/2015,2,70,20,10,23,184,180,84,49,0,5,7,10,4,2,46,92,27,11,66,96,30,22,264,17,81,104,19,20,149,29,1,6,5,12,11,334,6,99,11,16,12,10
26/06/2015,3,33,10,9,16,129,104,33,16,0,6,9,13,5,0,53,63,53,13,41,73,25,4,186,10,54,116,7,32,87,12,1,7,5,26,12,343,4,27,11,8,5,2
26/06/2015,4,28,9,3,8,83,98,26,17,0,8,5,3,1,4,67,127,115,26,37,82,32,7,158,10,26,98,4,41,134,6,3,8,8,10,2,397,3,28,8,6,4,3
26/06/2015,5,32,62,27,105,95,88,22,35,0,45,8,8,2,22,111,276,107,40,85,159,178,49,49,57,14,15,12,105,75,27,15,21,18,17,14,323,14,48,23,6,13,10
26/06/2015,6,59,213,179,605,147,136,102,83,0,437,92,54,12,114,293,887,269,142,155,431,644,122,100,192,20,22,45,246,55,16,58,49,78,64,11,677,54,130,120,34,33,25
26/06/2015,7,256,761,689,2118,370,423,235,182,0,1462,265,148,25,205,803,1869,515,349,297,1178,1821,416,134,366,62,56,64,712,126,119,191,112,194,227,31,1546,266,501,216,55,74,47
26/06/2015,8,587,1807,1614,4762,742,997,643,545,0,2893,593,227,58,347,1743,3969,1168,617,567,2312,3564,980,226,678,106,139,188,1588,332,160,434,251,471,612,136,2943,608,1289,477,134,191,108
26/06/2015,9,529,1265,916,2417,688,1232,871,736,0,1391,300,159,35,181,1137,2110,524,315,621,1543,1998,650,330,401,152,177,185,965,292,166,326,194,503,552,149,2520,522,1057,343,167,181,94
26/06/2015,10,671,770,530,953,1039,1648,1329,1123,0,500,211,145,28,147,998,1484,544,226,822,1480,1284,476,358,493,276,218,201,880,375,229,223,181,362,504,150,2592,504,1043,275,178,172,107
26/06/2015,11,863,749,413,845,1390,2304,1993,1664,0,524,257,171,44,202,1122,1676,553,342,1035,1918,1251,412,643,538,514,343,264,1034,577,274,178,181,268,512,133,3123,660,1152,434,183,206,132
26/06/2015,12,1611,1608,609,1206,2527,3399,3266,2814,0,1171,640,380,80,635,1706,2594,687,498,1737,2657,2073,693,1396,758,1060,897,315,1343,1104,445,271,291,896,917,357,4182,1042,1829,633,302,267,155
26/06/2015,13,1799,1538,718,1162,2658,3849,3860,3356,0,1058,616,434,123,556,1875,2678,648,479,1832,2900,2080,724,1553,923,1328,911,305,1590,1312,494,277,307,898,1083,394,4670,942,2052,703,297,249,161
26/06/2015,14,1701,823,453,936,2431,3417,3013,3022,0,664,319,242,71,265,1704,2500,618,466,1204,2731,1691,505,922,903,992,568,223,1341,795,359,179,257,423,701,307,4688,566,1786,629,270,245,138
26/06/2015,15,1694,705,620,1194,2420,3442,2855,2996,0,861,264,219,48,200,2051,2700,748,490,999,2816,1948,433,820,950,906,437,192,1523,692,313,248,227,333,654,247,4456,558,1946,981,254,225,159
26/06/2015,16,1707,835,930,2171,2601,3331,2937,2727,0,1709,416,232,48,332,2068,3304,924,738,813,3065,2716,572,830,1044,1034,499,216,1587,743,268,297,278,320,602,243,4790,685,2177,804,241,275,137
26/06/2015,17,2451,1192,1439,3140,3145,4387,3487,2803,0,2135,531,346,81,438,4589,5082,1407,1459,673,3885,3411,675,1121,1312,1268,724,218,4045,1096,471,355,354,537,901,355,6309,635,3328,1749,251,304,177
26/06/2015,18,2007,756,787,1386,3374,3745,2877,2210,0,759,409,310,77,285,3144,3051,895,0,509,2885,2013,444,1296,942,0,1073,190,2702,1276,642,224,287,395,637,428,5330,605,3046,933,245,203,131
26/06/2015,19,1523,487,325,558,2773,2735,2155,1507,0,333,267,258,43,179,2024,2305,580,0,418,2113,1085,223,1247,686,0,1402,119,2092,1149,726,110,205,329,395,662,4025,420,1901,349,109,127,74
26/06/2015,20,1442,384,206,277,2572,2284,1603,1076,0,193,146,184,34,113,1374,1977,508,202,336,1663,778,195,1147,521,1394,1292,114,470,1090,782,84,121,151,255,514,3158,272,1407,251,94,103,64
26/06/2015,21,1203,221,133,241,2425,2258,1006,576,0,115,131,164,36,82,1428,1829,447,400,330,1500,568,162,1086,497,623,974,106,685,930,653,61,112,130,272,475,3003,196,1329,207,81,47,34
26/06/2015,22,838,218,170,203,1937,1612,547,396,0,102,106,127,36,65,1763,1541,428,123,286,1293,531,166,1002,326,529,804,74,1412,951,614,71,86,134,332,305,2932,382,1380,219,61,40,23
26/06/2015,23,567,155,115,211,1516,1048,289,249,0,52,91,96,12,39,840,1237,333,78,243,1014,422,105,763,244,613,642,81,280,771,447,33,75,96,365,126,2356,154,901,152,31,14,18
27/06/2015,0,289,93,52,108,889,1182,186,192,0,37,28,41,9,23,449,915,278,57,194,760,230,48,581,237,358,391,46,123,617,219,28,47,62,220,46,2161,129,555,54,37,18,16
27/06/2015,1,199,49,19,47,515,463,128,128,0,10,4,24,1,5,277,310,87,29,169,373,93,30,531,65,239,215,19,96,406,161,12,20,48,161,39,949,37,304,48,13,12,14
27/06/2015,2,167,22,5,26,287,305,73,81,0,19,14,13,3,6,95,115,53,20,92,202,53,16,407,21,158,175,23,37,348,43,10,18,10,145,10,591,19,216,44,15,10,5
27/06/2015,3,94,23,7,31,262,251,77,66,0,7,36,17,2,0,123,87,46,17,97,119,36,11,305,26,95,99,8,57,367,34,5,19,12,184,6,477,19,108,22,9,5,8
27/06/2015,4,66,9,4,10,123,142,47,34,0,5,2,17,3,1,49,86,37,17,87,116,25,17,202,9,64,28,11,40,227,27,4,5,7,170,4,342,13,61,25,7,2,1
27/06/2015,5,62,24,12,4,87,76,41,35,0,15,7,14,5,3,59,121,58,34,89,142,64,24,139,31,24,8,21,45,139,7,6,16,8,53,13,349,10,57,23,4,2,2
27/06/2015,6,39,53,18,47,103,127,43,32,0,76,11,10,1,19,102,294,156,54,163,210,224,41,82,135,23,25,27,54,102,12,20,35,23,18,5,422,51,71,40,16,7,6
27/06/2015,7,90,115,39,69,223,291,100,126,0,87,18,32,8,43,127,507,187,120,237,308,366,74,81,311,47,35,68,95,61,29,65,52,50,28,17,754,96,139,100,13,10,9
27/06/2015,8,124,115,103,100,357,598,256,252,0,103,61,63,13,78,320,680,259,160,424,762,554,94,140,747,102,56,188,190,115,98,55,78,87,88,76,1249,208,232,136,43,29,35
27/06/2015,9,241,84,179,120,516,1057,659,636,0,146,49,139,24,109,530,1188,395,280,783,1022,722,125,206,1244,169,137,253,347,198,110,86,97,197,156,126,1931,222,465,223,56,84,72
27/06/2015,10,480,126,186,127,866,1721,1213,1350,0,148,77,195,52,143,1013,1454,565,421,1249,1493,931,120,378,1580,380,265,370,715,339,214,87,133,166,197,119,2631,261,786,451,79,91,91
27/06/2015,11,798,77,245,186,1337,2790,2211,2294,0,131,70,259,62,169,1606,1728,624,831,1410,2031,973,119,513,1428,708,418,365,1268,496,216,119,224,196,165,217,3769,337,1290,580,85,75,73
27/06/2015,12,1115,226,324,159,1982,3629,2688,2737,0,115,83,255,49,203,2339,2103,845,2359,1694,2400,1065,159,766,1844,1042,677,427,2123,711,400,199,279,195,222,236,5027,353,1736,780,116,107,77
27/06/2015,13,1373,230,360,129,2325,3628,3089,2866,0,118,116,267,72,247,2032,2128,760,2780,1703,2526,1109,102,952,1813,1253,830,313,1834,812,438,154,208,154,195,289,4863,389,2231,903,165,168,93
27/06/2015,14,1554,193,262,113,2450,3505,3167,3069,0,220,114,279,77,188,1817,2195,813,645,1603,2517,1041,181,897,1903,1208,602,295,1349,796,399,146,175,114,162,277,4463,285,1802,787,153,121,103
27/06/2015,15,1640,331,227,106,2617,3557,3461,3265,0,124,118,273,85,226,2177,2329,801,1069,1186,2740,1064,208,1032,1876,1137,632,287,1887,821,423,121,172,153,216,239,4574,309,2007,869,128,108,77
27/06/2015,16,1756,534,220,116,2379,3663,3221,3494,0,158,123,312,76,207,3136,2651,919,4797,666,2926,1305,270,979,1724,1126,616,140,2493,896,359,243,619,161,231,227,5066,370,2675,886,132,125,78
27/06/2015,17,1720,474,190,105,2515,3135,2706,2547,0,162,171,414,122,207,2322,2639,838,1061,497,2635,1362,304,1108,1602,1360,794,152,1556,1010,606,189,314,234,261,349,4528,298,1927,552,126,157,110
27/06/2015,18,1311,512,160,102,2613,2660,1827,1290,0,162,176,766,119,192,2357,2404,697,494,412,2062,1207,276,1043,1293,1467,1172,128,2260,1049,760,129,213,270,235,512,4072,352,1700,501,94,70,52
27/06/2015,19,1339,384,131,104,2698,2202,1251,652,0,109,154,569,130,106,1896,1872,613,434,361,1815,778,180,1133,586,1476,1325,117,1649,1137,899,90,218,245,214,593,3596,382,1543,402,78,34,23
27/06/2015,20,1113,279,89,100,2325,1667,690,391,0,95,90,232,111,64,1589,1624,458,157,306,1460,502,156,1072,370,1243,1057,62,1069,938,1016,79,159,105,184,654,2836,226,1212,283,81,38,31
27/06/2015,21,887,208,58,68,2100,1437,473,342,0,85,145,427,74,128,1292,1542,413,584,263,1200,552,180,930,258,879,1077,71,515,850,1019,66,112,110,201,583,2618,216,1087,249,48,16,13
27/06/2015,22,783,226,108,93,1740,1352,580,399,0,83,76,315,65,89,1409,1396,458,163,267,1191,752,261,978,379,772,1053,79,1151,868,797,51,120,155,253,440,2652,345,1248,239,47,26,26
27/06/2015,23,580,165,53,74,1324,1240,284,311,0,63,52,111,32,40,1288,1277,411,123,229,1115,417,144,872,365,648,847,58,979,691,577,47,99,116,346,212,2405,176,890,168,29,10,11
28/06/2015,0,325,92,61,58,881,1141,221,178,0,20,29,56,16,11,536,940,340,36,144,686,254,73,740,278,433,770,31,179,609,319,26,51,103,387,69,2000,107,479,101,12,7,9
28/06/2015,1,235,73,30,57,574,447,148,142,0,19,31,40,4,9,226,302,107,29,157,345,140,55,730,166,317,576,19,59,519,155,10,45,36,366,33,1168,47,362,38,21,6,9
28/06/2015,2,148,25,19,33,380,369,96,119,0,10,10,14,2,5,190,176,110,8,107,315,56,20,570,33,199,490,16,72,309,86,5,15,17,285,13,825,44,255,31,14,7,9
28/06/2015,3,77,17,10,27,236,303,64,83,0,6,12,14,0,1,92,185,87,10,70,218,76,32,565,34,159,297,19,42,293,24,2,16,26,254,6,714,62,170,32,8,8,3
28/06/2015,4,44,16,5,23,128,174,32,71,0,4,4,7,4,0,48,89,43,9,61,110,60,14,504,15,93,240,11,18,229,26,1,14,5,131,21,527,14,133,34,3,4,4
28/06/2015,5,52,15,8,14,84,125,36,47,0,13,9,2,5,1,78,98,41,26,45,140,46,24,212,23,48,163,6,34,159,11,4,17,15,100,5,447,20,99,28,0,1,1
28/06/2015,6,28,15,3,32,99,113,40,56,0,14,6,9,8,6,89,83,34,30,62,90,60,32,134,58,24,30,19,76,94,8,12,16,2,29,7,328,7,47,68,22,15,13
28/06/2015,7,54,39,30,17,162,242,61,74,0,28,18,41,8,35,122,310,124,80,114,216,214,70,58,118,36,23,39,137,103,16,31,39,27,28,10,591,41,118,98,21,8,6
28/06/2015,8,119,102,52,58,244,392,178,147,0,79,35,84,31,69,299,597,256,225,316,551,623,89,82,495,67,51,61,348,143,43,45,101,97,63,29,1056,43,272,192,35,22,15
28/06/2015,9,217,151,81,75,426,872,462,442,0,72,44,171,32,77,617,879,340,471,515,950,640,110,161,785,121,115,112,580,195,65,62,112,143,94,78,1526,138,434,303,33,27,36
28/06/2015,10,467,255,84,87,709,1464,1053,1169,0,109,59,304,73,178,1127,1411,537,451,896,1316,707,121,303,1172,334,293,248,1167,372,147,67,127,159,127,107,2266,135,859,426,51,55,59
28/06/2015,11,752,260,97,108,1136,2123,1862,1719,0,89,86,422,90,213,1685,1601,564,450,1240,1664,834,126,484,1525,656,510,320,1790,547,230,68,140,139,152,155,3312,196,1304,710,64,70,71
28/06/2015,12,1042,343,111,116,1690,2840,2317,2249,0,136,96,563,140,182,1961,1715,604,0,1564,1962,879,193,772,1524,0,792,380,2033,783,340,75,150,102,150,261,3801,252,1832,801,120,106,79
28/06/2015,13,1336,349,122,111,2173,3267,2843,2635,0,156,111,782,167,224,2070,1896,605,772,1605,2404,901,237,899,1820,1268,877,472,2501,940,439,88,192,95,155,294,4244,248,1800,971,166,153,135
28/06/2015,14,1553,343,147,127,2180,3347,3208,3088,0,131,114,1228,199,274,2417,2253,781,1070,1633,2423,1184,226,864,1808,1218,695,360,2267,899,586,86,166,92,172,351,4336,335,1919,962,116,125,102
28/06/2015,15,1597,322,98,133,2295,3427,3196,3076,0,133,147,738,177,269,2445,2506,788,728,1355,2556,1004,267,845,1803,1125,665,301,2532,835,572,89,181,100,145,264,4411,174,2268,884,79,95,67
28/06/2015,16,1517,252,103,124,2098,3095,2884,2806,0,99,117,374,110,215,1934,2233,781,645,742,2523,838,200,897,1400,1013,500,190,1655,793,588,74,172,102,141,312,4045,222,2002,838,121,126,103
28/06/2015,17,1398,361,107,125,2218,2476,2167,1854,0,108,117,349,65,160,2022,1913,577,668,488,2163,845,240,963,1038,1075,686,154,1756,896,583,79,196,119,117,231,3676,262,1724,646,118,121,93
28/06/2015,18,1147,313,86,111,2217,1931,1583,911,0,134,199,808,150,193,1485,1712,619,168,418,1883,1065,214,984,882,1245,842,117,1012,934,686,74,143,110,149,282,3017,199,1432,363,78,64,46
28/06/2015,19,1043,203,57,56,1989,1382,804,468,0,86,94,272,69,53,1163,1249,345,156,376,1438,532,198,918,291,1159,811,84,993,838,816,40,70,46,101,298,2436,167,911,211,73,34,27
28/06/2015,20,897,132,56,83,1712,1018,409,328,0,68,105,153,62,41,850,1016,308,78,239,1194,406,119,758,261,967,648,73,350,606,905,52,91,44,94,373,1956,97,882,185,98,35,34
28/06/2015,21,684,147,37,59,1292,798,255,262,0,56,72,110,21,31,726,1018,285,88,228,966,326,133,642,183,667,415,82,216,466,612,22,60,50,40,299,1607,106,951,163,48,32,24
28/06/2015,22,378,77,13,49,999,568,197,145,0,38,28,83,21,20,489,658,229,64,183,708,274,81,432,139,384,257,56,128,471,389,26,46,52,49,138,1236,60,424,89,26,14,12
28/06/2015,23,225,35,16,45,545,357,116,88,0,15,17,37,4,9,256,572,215,35,137,564,163,36,272,69,220,118,36,77,550,170,7,31,15,20,64,852,54,233,33,18,10,8
29/06/2015,0,87,29,8,36,255,207,45,49,0,10,20,10,7,6,147,201,53,19,72,193,80,21,160,61,70,33,19,59,398,72,5,15,12,8,16,436,14,119,26,12,6,5
29/06/2015,1,46,8,6,22,135,66,34,27,0,8,29,14,1,9,35,52,24,11,47,78,20,15,156,20,78,32,4,7,518,26,0,6,3,12,4,153,6,61,9,8,5,4
29/06/2015,2,27,13,1,13,44,64,23,23,0,4,1,13,1,6,31,29,6,13,28,42,17,6,100,14,28,19,6,20,165,23,0,2,9,3,9,137,0,40,10,3,0,0
29/06/2015,3,21,9,3,9,40,29,7,15,0,7,5,9,2,0,31,21,7,9,38,46,15,3,52,6,17,17,3,17,133,2,0,4,0,4,4,92,2,13,3,4,0,0
29/06/2015,4,7,4,3,7,38,31,10,8,0,4,2,2,5,3,42,78,35,2,18,37,21,2,58,13,12,19,1,40,148,10,2,8,4,6,7,94,6,11,4,6,6,4
29/06/2015,5,38,64,24,99,99,94,44,36,0,49,18,10,4,21,87,179,69,25,50,132,158,39,33,44,17,7,14,84,165,4,11,15,11,15,3,298,23,38,32,16,6,4
29/06/2015,6,79,188,188,566,132,160,110,83,0,338,88,49,11,85,297,584,165,133,83,399,601,147,101,169,15,29,20,251,174,11,52,43,43,60,10,611,60,154,94,40,38,26
29/06/2015,7,240,712,658,2096,304,430,218,254,0,1557,280,136,36,208,816,1904,544,394,138,1137,1846,408,171,474,58,59,44,754,209,71,192,93,204,203,38,1444,183,540,250,81,82,57
29/06/2015,8,597,1873,1711,4989,661,907,662,532,0,2973,513,281,69,395,1707,4333,1243,742,358,2260,3719,954,263,1160,149,105,136,1551,377,179,422,229,467,670,123,2853,662,1309,514,198,234,134
29/06/2015,9,516,1120,843,2186,688,1092,767,731,0,1325,354,164,21,180,1342,2166,509,310,407,1559,1955,549,268,446,170,161,108,1405,332,128,313,167,438,419,171,2143,475,877,309,231,216,107
29/06/2015,10,595,675,414,880,883,1666,1382,1200,0,533,177,163,23,155,1115,1441,400,331,500,1618,1415,455,373,430,319,210,55,1024,357,185,160,163,315,445,145,2496,435,817,333,159,133,73
29/06/2015,11,898,586,337,773,1306,2394,1785,1839,0,467,225,166,43,175,1729,1719,437,507,517,1883,1220,407,562,542,496,408,97,1853,623,250,128,122,329,448,176,3533,449,1065,625,221,200,120
29/06/2015,12,1478,1283,567,966,2383,3583,3117,3056,0,1079,516,308,102,502,1820,2503,668,708,816,2708,1919,574,1273,832,1041,747,137,1918,1057,352,232,260,872,887,379,4386,829,1662,766,332,263,142
29/06/2015,13,1657,1468,592,1096,2558,4042,3762,3838,0,934,508,345,85,525,2215,2535,601,712,827,3255,1858,682,1344,937,1122,771,171,1976,1062,513,239,300,903,967,403,4935,847,1888,819,424,272,139
29/06/2015,14,1618,677,480,847,2275,3585,2921,3114,0,573,248,252,64,218,1998,2454,506,634,608,2752,1570,462,841,953,1085,592,139,2146,774,361,138,218,369,566,302,4773,518,1927,837,253,198,100
29/06/2015,15,1622,651,524,1079,2406,3511,2885,2904,0,743,298,223,68,220,1838,2677,653,514,580,2937,1804,511,921,1009,860,479,133,1472,823,454,188,195,276,519,277,4728,559,1798,709,221,246,111
29/06/2015,16,1653,675,898,2187,2348,3107,2796,2394,0,1677,450,219,64,290,2260,3422,966,540,546,2976,2710,528,995,1002,943,393,137,2038,867,366,285,187,244,474,258,4845,477,1776,627,336,257,152
29/06/2015,17,1807,1220,1708,3921,2534,3110,2811,2116,0,2490,580,337,65,484,2701,5302,1682,743,534,3706,4008,721,1128,1579,1038,590,195,2263,924,426,468,318,403,720,340,5109,508,2277,757,276,348,194
29/06/2015,18,1540,703,845,1670,2402,2254,1941,1203,0,938,347,212,57,266,1694,3196,962,511,472,2667,2067,397,971,1044,1095,748,157,1384,877,498,256,229,299,373,328,3723,263,1534,477,211,207,151
29/06/2015,19,1224,337,299,575,2005,1534,943,512,0,258,161,129,37,96,1029,1566,449,198,429,1756,985,193,774,339,1087,670,97,569,848,519,86,92,112,228,279,2555,177,1045,262,111,127,81
29/06/2015,20,944,267,109,203,1707,1037,413,292,0,82,110,139,27,77,892,1141,326,136,282,1365,634,163,710,198,717,582,52,646,585,451,68,113,87,131,269,2008,148,769,181,80,57,41
29/06/2015,21,669,146,68,158,1278,738,343,277,0,80,79,113,18,59,641,1119,354,100,204,997,440,129,501,209,458,389,68,286,537,372,35,68,44,89,232,1520,125,620,120,57,46,41
29/06/2015,22,371,102,51,130,883,532,156,159,0,49,54,49,7,26,389,767,203,55,177,668,289,89,444,117,314,204,43,199,426,206,31,47,78,53,120,1308,46,359,76,47,34,17
29/06/2015,23,152,68,16,78,497,296,95,71,0,53,19,52,6,11,239,561,211,29,94,389,166,47,228,82,180,122,23,90,205,119,19,35,25,30,39,817,68,190,39,25,18,7
30/06/2015,0,94,21,8,24,251,138,34,29,0,8,3,10,2,8,78,178,39,17,86,207,50,26,109,397,71,50,18,36,101,37,7,19,11,13,17,292,15,62,16,11,12,9
30/06/2015,1,45,21,2,16,87,59,22,23,0,6,8,6,6,5,15,69,39,12,54,82,17,17,66,40,57,15,9,11,78,38,0,3,1,1,18,112,6,33,10,8,8,4
30/06/2015,2,19,12,2,4,61,35,33,13,0,0,2,7,0,1,18,31,7,0,39,34,16,0,50,8,0,13,3,10,53,9,4,5,12,1,6,114,5,31,1,16,9,1
30/06/2015,3,8,0,2,14,61,23,14,17,0,0,2,7,4,0,19,13,12,27,13,16,6,0,39,6,27,18,2,23,31,3,0,8,5,3,0,81,1,9,3,1,2,3
30/06/2015,4,5,11,4,11,40,42,6,12,0,4,4,0,0,11,38,65,41,13,51,41,5,1,17,15,11,6,1,53,45,10,2,6,0,7,10,112,1,31,5,5,5,3
30/06/2015,5,32,57,23,101,106,102,31,30,0,57,20,12,6,26,90,243,78,26,68,159,174,36,35,86,22,5,18,94,39,11,12,15,21,8,3,316,23,39,24,9,10,8
30/06/2015,6,75,219,194,624,126,155,94,72,0,467,97,62,17,123,288,880,262,0,132,453,698,149,98,138,0,15,32,286,39,25,68,54,46,64,10,665,48,156,124,35,30,19
30/06/2015,7,265,760,657,2111,326,481,261,246,0,1597,305,138,30,236,786,1984,535,0,277,1127,2010,437,138,454,0,96,88,780,166,96,192,125,189,225,54,1541,242,533,264,72,73,46
30/06/2015,8,595,1878,1630,4898,707,967,654,544,0,3058,591,295,66,396,1710,4435,1313,0,540,2472,3642,1019,308,777,0,108,174,1593,388,184,425,264,491,670,140,3069,638,1328,535,177,254,174
30/06/2015,9,598,1158,914,2450,737,1178,811,714,0,1418,321,168,24,198,991,2275,544,0,580,1622,2043,603,295,1032,0,142,175,937,276,149,287,201,384,481,142,2525,534,922,335,182,221,137
30/06/2015,10,583,697,474,926,1058,1719,1268,1127,0,424,229,117,29,182,1048,1509,368,0,803,1588,1351,430,477,338,0,159,238,1044,332,163,161,150,304,454,119,3016,510,999,516,144,140,94
30/06/2015,11,939,617,424,772,1498,2691,1955,1868,0,457,231,173,40,180,1420,1804,409,610,1109,1909,1242,445,556,582,0,349,270,1208,593,195,151,206,245,475,159,3725,721,1345,632,178,148,86
30/06/2015,12,1586,1537,669,1222,2505,3769,3305,3321,0,1055,585,462,118,659,1804,2618,698,1196,1716,2734,1905,707,1207,899,1075,730,384,1384,1007,407,270,326,804,927,349,4859,1206,2076,1003,380,279,134
30/06/2015,13,1766,1485,676,1228,2675,4193,3706,3649,0,930,459,402,127,668,1949,2700,685,1165,1696,3110,1870,656,1266,1039,1213,823,322,1413,1131,428,253,359,857,1085,381,5197,926,2396,1231,424,262,173
30/06/2015,14,1621,754,452,927,2494,3787,3102,3115,0,657,264,268,91,305,1723,2546,606,985,1155,2869,1546,481,853,939,927,490,271,1254,770,345,184,226,392,599,283,5068,509,2102,922,264,268,146
30/06/2015,16,1816,678,882,2150,2447,3407,2783,2604,0,1666,475,240,65,260,1863,3155,969,580,622,3129,2817,615,833,1044,872,467,159,1441,622,302,293,227,268,559,237,5030,464,2012,641,306,294,145
30/06/2015,17,2055,1208,1608,3749,2615,3357,2780,2216,0,2480,687,460,110,480,2714,5083,1649,810,616,3764,4041,670,1014,1629,1034,570,210,1969,882,355,460,324,328,709,256,5387,477,2531,753,425,400,248
30/06/2015,18,1631,699,894,1848,2592,2392,2189,1398,0,1071,454,587,141,347,1793,3061,903,517,488,2855,2380,445,976,862,1221,804,180,1317,934,510,243,206,244,414,308,3815,344,1761,548,247,242,185
30/06/2015,19,1237,401,281,590,2290,1795,1013,550,0,332,236,444,81,227,1090,1750,483,261,325,1802,1115,229,960,280,1128,693,70,539,825,594,107,125,154,248,251,2664,229,1275,351,195,139,107
