Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens
19/03/2015,12,68,1543,672,1355,2920,2822,3015,2924,0,971,565,318,115,536,1708,2639,692,1114,1826,2925,2177,718,1226,692,1104,531,308,1512,1104,396,318,355,853,927,446,4552,921,1905,688
19/03/2015,13,69,1798,659,1517,2796,3551,3406,3277,0,977,481,331,104,441,1804,2827,597,1658,1713,3336,2144,682,1158,749,1200,565,258,1430,1055,479,326,391,873,992,394,5329,1016,2464,918
19/03/2015,14,69,807,479,1085,2407,3180,2491,2216,0,619,274,167,51,207,1695,2268,572,1053,1106,2710,1581,400,713,583,918,363,177,1294,647,409,269,294,377,516,253,4770,602,1615,608
19/03/2015,15,45,696,552,1357,2543,3131,2242,2105,0,760,276,166,54,169,1835,2410,581,611,762,2700,2019,418,734,657,800,325,184,1329,647,395,232,241,250,573,220,4659,593,1644,642
19/03/2015,16,64,820,965,2326,2743,3172,2378,2135,0,1491,461,173,49,244,2155,3137,818,650,685,3081,2796,448,657,950,798,378,162,1618,659,357,311,302,296,594,255,4851,523,2021,783
19/03/2015,17,60,1298,1688,3949,2606,3200,2751,2213,0,2171,625,252,63,515,3012,5265,1558,900,740,3704,3676,682,927,1240,886,472,240,2336,816,416,417,383,432,795,285,5402,642,2502,844
19/03/2015,18,56,745,863,1585,2408,2785,2242,1757,0,906,413,378,81,320,2490,3176,922,669,538,2834,2251,482,1093,981,1076,797,204,2088,802,509,262,235,348,450,243,4498,575,2630,814
19/03/2015,19,56,557,374,609,2654,2779,1589,1231,0,346,174,296,58,143,1997,2038,504,633,469,2173,1115,298,1093,529,1046,762,147,2051,727,548,138,246,207,322,316,4335,493,2963,619
19/03/2015,20,42,324,209,310,2006,1713,961,734,0,151,140,239,52,107,1191,1657,424,475,388,1518,747,157,792,300,898,637,106,573,716,706,84,168,110,179,380,2870,245,1437,291
19/03/2015,21,28,208,113,222,1715,1301,554,433,0,113,148,273,45,125,1366,1440,340,853,348,1269,625,158,616,251,702,529,112,939,534,558,91,151,115,162,284,2368,212,1086,297
19/03/2015,22,10,246,136,176,1228,998,369,278,0,84,118,140,31,46,1141,1287,400,1951,254,1167,463,159,551,215,481,383,92,600,444,399,179,283,118,110,154,2405,442,1204,255
19/03/2015,23,2,159,96,127,926,633,191,173,0,57,73,86,29,20,637,946,228,596,165,874,336,100,444,121,272,232,45,214,361,173,67,200,40,80,94,2243,199,660,177
20/03/2015,0,1,69,18,34,408,340,167,123,0,16,16,34,3,7,206,292,95,48,146,376,139,63,310,68,165,112,33,64,247,66,20,30,31,64,36,751,56,304,56
20/03/2015,1,1,20,14,33,219,158,67,68,0,17,7,6,2,5,76,150,40,45,112,122,37,11,272,29,95,47,14,24,132,49,6,22,34,44,19,306,35,108,22
20/03/2015,2,1,10,21,9,143,97,53,46,0,10,1,2,2,3,68,59,36,50,79,82,37,10,229,17,47,38,5,45,123,6,5,7,13,11,6,213,5,69,16
20/03/2015,3,1,12,0,10,128,90,18,7,0,4,3,1,1,2,40,48,16,26,32,28,10,19,105,4,34,61,6,35,66,5,7,14,16,2,2,235,3,46,10
20/03/2015,4,0,8,3,2,49,72,34,30,0,8,2,2,0,1,51,55,31,71,26,32,30,7,90,15,21,43,3,58,92,10,9,10,16,5,0,185,6,35,15
20/03/2015,5,0,54,24,106,44,83,28,20,0,42,13,13,6,25,109,175,68,85,109,137,188,52,42,60,10,15,12,131,45,14,34,28,17,14,11,309,43,39,33
20/03/2015,6,1,211,165,623,149,165,98,75,0,386,94,71,13,115,305,856,229,198,132,541,694,180,85,214,22,19,30,362,56,37,83,56,85,72,12,736,63,226,155
20/03/2015,7,5,714,731,2092,447,464,270,229,0,1377,282,175,42,224,901,2231,569,434,372,1249,1886,436,187,526,69,50,94,953,196,148,225,130,235,236,71,1699,314,624,415
20/03/2015,8,11,1837,1767,4798,1073,1088,800,624,0,2829,490,298,56,378,1798,4513,1410,674,683,2551,3653,1040,327,937,193,184,165,2034,337,221,479,260,555,753,150,3438,684,1519,601
20/03/2015,9,17,1328,949,2581,962,1338,888,807,0,1428,380,266,46,235,1321,2435,580,316,766,1906,2062,646,353,614,257,192,227,1406,388,190,331,203,420,568,154,2851,619,1034,347
20/03/2015,10,17,790,471,983,1269,1879,1451,1239,0,476,244,181,31,138,1152,1613,479,433,946,1741,1441,484,378,557,365,222,224,1160,401,272,193,191,365,555,193,2703,583,1034,333
20/03/2015,11,21,744,438,919,1711,1868,1894,1882,0,425,262,196,76,192,1527,1771,465,574,1237,2150,1323,439,610,697,532,352,273,1248,489,251,200,194,319,445,227,3154,608,1307,514
20/03/2015,12,53,1618,656,1265,2943,2917,3232,3318,0,1035,552,415,119,671,1970,2810,710,622,1881,2894,2012,668,1361,899,1017,672,310,1798,1068,467,317,306,788,953,423,4142,967,1929,658
20/03/2015,13,64,1491,676,1458,3011,3416,3577,3718,0,995,517,444,132,551,2085,3069,715,854,1912,3073,2206,793,1483,921,1151,708,282,1615,1189,469,262,361,793,1039,424,4440,913,2185,766
20/03/2015,14,44,793,508,1164,2559,3184,2856,2920,0,622,285,309,101,273,2123,2558,740,655,1413,2840,1552,538,925,919,988,579,264,1582,767,392,184,231,377,751,342,4416,612,2035,740
20/03/2015,15,56,854,568,1335,2744,3402,2810,2969,0,728,269,210,64,194,1996,2718,766,559,1220,2983,1975,547,818,1049,971,440,328,1922,733,411,242,237,277,607,220,4786,660,2103,817
20/03/2015,16,55,900,940,2235,2901,3421,2983,2880,0,1431,353,308,82,383,2364,3495,941,604,1048,3262,2659,645,1003,1151,969,480,241,1988,836,365,294,302,281,606,218,5267,591,2529,744
20/03/2015,17,80,1258,1585,3388,3320,3923,3677,3027,0,2040,413,504,109,521,3392,5478,1508,820,794,4039,3740,789,1336,1393,1156,631,237,2641,1086,446,436,349,445,854,298,5930,754,3167,996
20/03/2015,18,81,778,738,1415,3406,3448,3156,2407,0,807,297,426,116,357,2974,3825,988,739,655,3279,2141,437,1387,1096,1448,955,183,2584,1046,597,245,285,387,537,331,5402,591,2703,880
20/03/2015,19,57,533,304,607,3034,2756,2227,1561,0,300,226,367,86,205,2610,2598,639,522,494,2504,1038,234,1353,698,1676,1258,193,2930,1180,800,111,183,275,435,470,4329,517,2225,521
20/03/2015,20,33,511,197,348,2658,2288,1540,1179,0,197,250,474,74,167,1512,2006,566,157,459,1852,863,231,1354,536,1448,1056,146,715,1132,851,91,125,203,255,523,3665,331,1523,375
20/03/2015,21,32,347,221,235,2838,2353,949,646,0,156,140,237,55,95,1889,2005,451,437,367,1761,676,255,1085,462,1166,941,145,1405,1082,853,73,155,164,251,590,3550,344,1438,347
20/03/2015,22,23,298,148,216,2095,1980,482,371,0,80,103,268,52,84,2099,1770,458,203,285,1324,538,182,1034,414,936,963,95,1633,978,822,83,123,156,312,355,3125,540,1524,272
20/03/2015,23,3,252,108,154,1761,1161,378,336,0,56,74,132,24,36,889,1487,366,167,313,1186,423,144,832,260,691,541,82,433,1110,674,50,89,141,280,200,2437,213,966,156
21/03/2015,0,2,114,44,85,1157,1681,285,229,0,42,31,63,10,30,525,1046,269,95,242,755,256,65,688,180,471,502,42,223,960,296,33,71,60,220,91,2119,108,694,96
21/03/2015,1,0,43,22,53,656,516,137,146,0,23,17,34,7,7,243,295,75,98,148,321,57,45,633,79,294,370,33,109,766,128,7,22,44,178,33,1165,51,313,41
21/03/2015,2,3,44,9,63,338,306,71,72,0,5,5,11,2,13,147,144,48,22,170,252,42,49,443,36,162,143,20,61,429,67,11,23,20,152,19,651,37,255,34
21/03/2015,3,0,28,12,27,305,232,51,56,0,7,13,22,6,1,108,120,56,4,104,158,35,37,265,31,105,108,13,66,422,43,3,10,8,171,19,625,25,139,23
21/03/2015,4,0,6,0,58,146,147,39,38,0,2,4,11,1,2,72,100,42,25,68,130,41,51,201,13,39,109,14,48,311,13,6,3,9,25,2,348,10,108,21
21/03/2015,5,0,35,9,26,169,133,41,26,0,13,14,16,7,9,74,175,67,15,97,115,52,28,190,23,35,82,9,68,216,23,6,15,16,11,11,503,20,56,12
21/03/2015,6,0,56,21,27,118,109,37,33,0,59,13,18,3,20,64,259,83,88,145,182,188,51,136,78,29,16,40,67,379,9,18,40,14,21,12,466,24,81,53
21/03/2015,7,0,73,25,55,238,245,77,110,0,97,26,56,20,48,198,492,156,158,282,317,419,63,113,180,42,30,79,192,192,44,33,87,39,22,21,796,62,166,131
21/03/2015,8,3,143,64,82,432,523,291,249,0,98,52,137,29,90,517,672,234,209,514,749,731,302,195,288,100,64,198,541,284,86,81,111,94,94,58,1404,94,383,386
21/03/2015,9,2,179,95,133,709,1114,711,746,0,115,74,215,116,126,1048,1023,318,303,841,1187,773,177,255,408,173,139,324,991,320,156,98,118,119,119,117,2179,169,592,643
21/03/2015,10,2,234,100,164,850,1897,1382,1424,0,111,107,256,67,172,1364,1521,443,450,1297,1647,946,208,424,603,311,236,441,1142,376,196,114,133,159,149,183,2735,160,890,564
21/03/2015,11,8,307,117,163,1428,2235,2106,2184,0,133,115,356,112,217,1854,1648,489,458,1669,2032,1078,194,560,709,668,493,524,1565,585,279,141,128,91,150,198,3658,201,1217,884
21/03/2015,12,20,362,145,183,2307,2980,2636,2882,0,155,108,591,150,168,2453,1908,608,629,1795,2462,1286,223,811,946,1098,698,574,2139,787,357,144,195,166,191,257,4305,292,2003,996
21/03/2015,13,37,351,249,159,2833,3566,3316,3225,0,107,108,445,139,209,2606,2162,594,634,2040,2697,1060,179,997,1123,1311,765,527,2323,939,471,167,225,143,234,288,4758,558,2438,962
21/03/2015,14,64,409,159,166,2850,3794,3588,3473,0,130,156,553,134,278,2236,2449,681,752,1804,2764,1021,185,961,1175,1301,616,436,1740,944,560,145,171,159,210,340,4913,279,2307,927
21/03/2015,15,63,395,208,156,2715,3898,3851,3672,0,151,124,576,114,241,2864,2754,692,716,1445,2918,1133,187,1074,1259,1265,592,382,2793,923,644,145,215,216,226,337,4972,231,2407,1108
21/03/2015,16,70,400,209,143,2868,3892,3734,3502,0,119,138,735,174,237,2896,2701,688,774,892,2967,1265,360,1145,1238,1290,704,230,2262,889,630,151,235,182,216,309,4817,572,2757,1068
21/03/2015,17,45,477,174,140,2681,3384,2860,2788,0,140,104,580,176,246,2582,2858,748,916,537,3138,1114,388,1091,1099,1297,791,178,1937,967,683,147,271,202,204,362,4920,323,2448,1074
21/03/2015,18,63,537,225,121,2779,2718,2119,1724,0,164,167,841,214,199,2479,2629,674,955,462,2554,1014,212,1248,1009,1322,1015,123,1862,1027,832,121,275,217,219,431,4438,410,1964,745
21/03/2015,19,32,469,160,104,2741,2261,1494,898,0,107,139,544,108,126,2607,2481,587,623,478,2261,693,206,1391,571,1616,1307,173,2766,1163,1165,151,183,265,222,775,3966,551,2058,671
21/03/2015,20,26,483,144,93,2699,1946,808,554,0,125,154,437,155,84,1851,1894,459,255,386,1658,577,178,1200,455,1388,1141,112,838,1016,1257,101,143,179,159,931,3293,300,1470,421
21/03/2015,21,29,260,123,97,2311,1818,564,481,0,95,128,439,84,71,1995,1699,427,504,291,1463,508,191,1028,449,1089,855,105,1298,813,1223,72,122,129,189,747,2995,295,1333,286
21/03/2015,22,15,279,106,147,1988,1658,584,449,0,67,158,502,105,103,2140,1640,512,470,274,1361,592,268,975,396,932,950,85,1765,954,1259,62,131,109,376,586,3215,461,1493,330
21/03/2015,23,11,244,132,105,1665,1684,416,393,0,76,82,231,54,61,1239,1523,396,200,254,1212,482,173,874,420,701,636,69,647,917,651,57,120,122,362,266,3024,214,1308,228
22/03/2015,0,7,111,98,76,1006,923,227,158,0,31,68,122,33,30,769,1083,404,88,159,871,254,129,945,316,440,543,50,284,717,405,36,83,109,380,104,2240,126,773,119
22/03/2015,1,4,77,67,52,704,616,197,243,0,9,26,38,8,17,387,440,145,49,150,412,92,79,821,136,354,329,38,171,575,224,14,47,84,300,28,1276,85,472,96
22/03/2015,2,2,50,35,29,372,346,171,135,0,13,13,16,8,13,210,220,98,65,174,291,43,61,581,70,162,293,33,118,397,104,8,21,32,257,22,1006,50,270,73
22/03/2015,3,1,10,6,38,370,310,115,119,0,13,20,29,0,5,137,200,59,45,115,237,83,62,560,37,205,197,8,51,396,52,3,13,22,290,11,690,29,188,32
22/03/2015,4,0,22,6,47,118,181,64,63,0,3,3,12,0,5,66,101,53,66,83,148,48,36,496,27,54,64,8,44,231,26,6,13,19,129,9,553,16,102,23
22/03/2015,5,1,25,8,14,79,143,39,63,0,5,15,12,9,1,64,69,52,84,31,90,63,39,246,53,51,26,8,75,108,24,5,13,18,109,7,378,26,80,39
22/03/2015,6,0,18,9,16,93,144,68,30,0,19,17,20,1,7,167,94,48,78,70,151,82,72,160,72,21,28,12,211,119,18,5,18,5,32,7,405,25,98,135
22/03/2015,7,0,58,14,47,231,265,86,90,0,50,36,53,8,38,728,443,137,370,140,366,318,156,93,210,35,39,47,1569,141,17,81,180,37,58,12,1133,39,387,1331
22/03/2015,8,1,120,40,73,400,500,158,213,0,122,45,121,30,89,1654,785,180,717,311,769,483,268,174,324,110,41,111,3606,251,46,106,215,66,79,26,2099,89,691,4441
22/03/2015,9,6,178,72,93,517,844,555,468,0,842,134,7326,54,144,1589,928,297,777,644,1124,584,365,202,412,155,88,194,4310,257,87,73,126,100,103,67,2113,167,760,2661
22/03/2015,10,8,218,107,138,910,1623,1127,1150,0,1024,128,4550,76,169,3092,1295,515,841,1044,1550,855,446,356,617,381,225,316,3842,421,176,97,207,165,160,143,2920,210,1337,3510
22/03/2015,11,30,361,145,148,1432,2439,1888,2019,0,302,128,952,115,197,5153,2449,571,1122,1513,2107,855,640,538,862,717,472,339,5438,493,226,153,356,131,139,156,4320,379,2330,4982
22/03/2015,12,40,471,180,168,2087,2634,2505,2334,0,207,145,666,136,198,3398,2851,605,1130,1709,2463,1016,654,815,988,1098,652,428,3236,812,430,157,301,96,113,309,4711,581,2447,2398
22/03/2015,13,51,391,165,131,2527,3231,2891,2515,0,111,133,729,180,251,2920,2947,661,1411,1779,2501,941,205,894,1123,1426,767,422,2405,918,579,134,289,113,187,314,4825,342,2103,1282
22/03/2015,14,52,436,180,131,2488,3451,3142,2717,0,103,174,803,219,253,2652,2525,636,1397,1605,2475,891,164,860,992,1362,613,403,2561,771,660,113,186,121,170,398,4808,281,2005,1278
22/03/2015,15,39,426,182,169,2356,3425,2971,2739,0,169,225,1032,286,272,2297,2539,698,1745,1306,2528,963,255,830,1171,1228,527,312,1953,803,894,115,205,114,158,338,4730,468,2412,1137
22/03/2015,16,40,886,137,104,2300,3024,2644,2273,0,129,122,732,213,223,2497,2182,565,1677,761,2353,941,209,873,943,1002,465,250,1891,735,835,88,182,98,123,369,4561,326,2592,962
22/03/2015,17,37,335,141,137,2281,2469,2071,1796,0,127,94,555,154,187,2007,2170,655,1438,547,2366,761,165,946,806,1096,565,140,1485,757,706,94,177,115,139,280,4018,391,2118,945
22/03/2015,18,35,414,136,127,2105,1764,1498,1034,0,136,158,666,165,172,1394,1649,444,977,406,1965,772,133,856,660,1095,613,111,779,749,900,78,127,137,108,362,3232,235,1749,723
22/03/2015,19,33,301,61,144,2023,1574,988,514,0,91,129,654,172,148,1384,1442,445,645,399,1634,703,128,1019,473,1195,742,105,630,651,1054,45,118,108,161,467,2728,242,1316,510
22/03/2015,20,21,249,73,103,1737,1196,556,341,0,59,112,451,91,87,1165,1394,367,463,363,1481,541,158,805,315,1003,741,84,434,583,1102,59,110,57,121,486,2389,354,1006,294
22/03/2015,21,8,255,75,83,1393,1090,386,237,0,69,62,280,70,92,1164,1060,368,544,294,1121,400,166,771,310,606,552,65,668,496,883,42,95,97,108,444,2155,187,1095,226
22/03/2015,22,2,118,34,64,974,635,195,137,0,56,35,153,56,31,683,849,281,105,184,822,283,82,493,187,393,316,52,223,406,580,30,57,49,48,204,1479,144,526,120
22/03/2015,23,1,65,18,64,703,449,136,68,0,23,29,96,28,21,317,627,214,106,165,579,227,70,356,125,267,121,41,102,431,269,15,29,20,42,69,1019,102,231,70
23/03/2015,0,0,11,13,24,259,196,77,44,0,20,13,22,7,13,154,230,73,39,106,240,97,37,166,40,117,52,25,95,214,122,8,18,10,20,13,391,46,102,46
23/03/2015,1,0,8,5,16,146,92,23,18,0,3,15,19,8,2,59,69,19,24,82,93,41,12,100,30,67,54,9,23,120,66,5,18,0,16,27,187,15,55,18
23/03/2015,2,1,7,2,18,56,68,34,27,0,4,2,15,6,0,35,46,23,1,55,45,25,9,104,19,36,16,16,33,123,15,3,7,7,5,6,145,76,22,11
23/03/2015,3,1,7,7,17,51,38,15,7,0,1,2,6,4,4,31,15,11,3,20,24,11,7,60,22,26,1,1,26,81,14,0,0,10,7,2,115,11,11,13
23/03/2015,4,0,18,5,9,35,47,5,20,0,2,4,1,0,2,50,71,45,16,17,52,17,4,39,15,13,13,0,62,179,6,8,8,14,5,8,158,17,5,7
23/03/2015,5,1,55,22,94,106,73,28,23,0,44,15,18,8,21,103,166,70,36,24,127,152,21,44,51,20,8,5,92,56,4,14,13,9,15,2,270,17,50,39
23/03/2015,6,0,213,192,605,137,164,94,68,0,392,91,76,17,108,316,726,228,178,80,480,693,148,65,270,25,15,25,279,66,21,72,56,51,69,18,551,48,182,98
23/03/2015,7,2,736,728,2158,423,480,241,199,0,1343,278,162,29,239,923,2107,568,462,237,1220,1770,427,105,513,64,56,53,793,169,99,172,116,208,219,59,1585,221,596,306
23/03/2015,8,13,1683,1448,4160,957,1111,702,526,0,2584,446,334,60,353,1665,4052,1171,756,402,2347,3322,926,244,783,168,126,130,1509,314,178,414,261,424,652,161,3041,590,1427,598
23/03/2015,9,9,1409,1137,3293,1022,1217,851,646,0,1716,409,189,35,175,1421,2539,657,289,508,1840,2209,656,253,432,222,124,90,1278,386,183,399,231,419,562,176,2814,610,944,296
23/03/2015,10,13,720,459,1093,1169,1680,1228,1073,0,544,210,74,39,103,2254,1425,385,199,541,1563,1441,449,330,304,328,203,115,1575,463,171,153,134,295,417,138,2871,632,772,265
23/03/2015,11,26,590,385,872,1411,2284,1742,1624,0,400,235,88,21,150,1407,1459,374,120,478,1752,1310,396,503,355,480,350,110,1206,576,226,118,166,249,437,171,3251,664,728,272
23/03/2015,12,35,1440,619,1039,2451,3422,2652,2782,0,841,411,295,65,419,2434,2120,506,317,1106,2651,1983,731,1141,600,911,614,138,1925,1135,357,271,285,832,769,363,4024,892,1398,509
23/03/2015,13,43,1380,599,1303,2706,3580,3067,2996,0,801,402,423,94,384,2049,2378,602,583,943,2760,1821,676,1168,678,1032,641,137,1736,1041,505,247,318,853,963,372,4572,953,1760,627
23/03/2015,14,40,673,440,1073,2334,3086,2335,2446,0,421,228,199,66,178,2158,2124,536,265,708,2413,1448,421,813,662,846,497,113,1344,690,426,216,207,369,574,284,4075,613,1530,459
23/03/2015,15,42,679,538,1344,2374,2968,2109,2208,0,580,231,212,60,200,1816,2367,543,275,627,2589,1918,383,736,800,783,365,131,1309,747,388,179,184,263,558,221,4261,562,1579,561
23/03/2015,16,55,781,935,2434,2412,2896,2143,2052,0,1407,407,192,55,260,1855,2983,734,409,634,2981,2730,431,800,689,786,419,126,1593,683,318,278,160,270,520,249,4439,466,1837,544
23/03/2015,17,77,1249,1780,4272,2416,2986,2323,1925,0,2435,569,356,69,456,2610,5100,1537,698,632,3656,3779,615,930,1071,926,446,200,2182,727,371,445,322,361,768,253,5117,501,2176,790
23/03/2015,18,42,803,857,1875,2315,2132,1694,1218,0,932,344,308,65,275,1802,2940,897,546,545,2800,1969,351,890,743,1093,598,162,1713,713,422,225,203,224,405,323,3663,332,1696,608
23/03/2015,19,25,401,287,595,1953,1515,821,596,0,265,162,252,72,165,1223,1599,457,276,477,1849,929,209,787,456,980,628,120,681,613,501,91,135,148,283,405,2611,245,1231,354
23/03/2015,20,26,239,101,266,1599,1131,435,369,0,114,93,185,50,92,1283,1242,298,126,329,1311,666,207,593,346,789,466,103,1142,509,474,62,91,70,119,392,2095,152,939,204
23/03/2015,21,15,196,69,189,1150,794,328,257,0,88,79,126,46,47,886,1082,327,58,251,1032,396,112,505,294,516,368,100,423,398,351,41,97,91,111,346,1645,155,655,161
23/03/2015,22,8,136,63,125,831,520,178,145,0,61,41,51,16,33,464,727,199,60,170,711,242,71,280,291,315,187,56,244,271,214,37,81,71,66,154,1069,117,359,72
23/03/2015,23,4,76,41,72,373,320,92,84,0,33,12,14,7,14,186,475,140,26,126,400,162,55,139,70,96,90,22,69,129,91,12,16,30,27,62,791,33,170,31
24/03/2015,0,0,27,18,29,174,135,45,41,0,11,5,7,5,1,92,174,54,25,84,135,39,26,127,29,60,35,11,31,79,47,8,10,9,13,10,268,25,89,13
24/03/2015,1,0,9,2,18,78,64,22,24,0,6,3,3,0,5,42,40,14,12,75,50,16,8,77,16,47,19,12,27,36,8,1,11,4,12,6,103,14,35,9
24/03/2015,2,0,25,4,12,27,25,7,10,0,2,3,5,0,0,24,25,11,11,35,23,6,1,20,17,20,7,1,12,22,20,4,1,4,1,11,47,9,14,3
24/03/2015,3,1,4,0,5,26,24,6,2,0,2,0,3,0,1,30,14,6,18,25,23,10,5,31,3,12,20,0,21,14,7,1,0,12,0,1,66,1,8,5
24/03/2015,4,0,11,6,8,22,33,13,13,0,7,1,0,0,2,37,51,28,8,24,48,12,4,43,20,10,5,4,42,28,11,6,4,7,8,7,66,5,14,2
24/03/2015,5,0,52,31,94,65,74,30,38,0,52,9,7,4,28,106,205,70,37,66,114,170,88,14,44,7,6,5,106,23,3,10,27,17,12,5,268,16,92,40
24/03/2015,6,0,255,161,710,145,169,90,143,0,436,107,60,13,126,356,938,286,175,122,544,717,129,83,251,27,12,43,337,52,33,70,52,94,62,17,684,75,202,143
24/03/2015,7,7,790,793,2206,405,540,278,240,0,1327,291,192,28,239,864,2212,630,448,266,1338,2014,463,111,569,62,37,90,764,151,105,170,134,200,240,54,1667,253,541,301
24/03/2015,8,21,1941,1719,5034,1075,1190,718,581,0,3138,556,275,82,399,1982,4718,1346,697,730,2723,3713,1122,306,1033,234,127,221,1856,336,182,442,283,500,681,173,3668,774,1383,605
24/03/2015,9,13,1227,922,2833,1015,1321,923,777,0,1439,386,127,29,162,1354,2351,526,263,755,1843,2108,657,283,457,213,138,233,1228,415,185,355,198,409,524,144,2791,724,1029,301
24/03/2015,10,9,756,531,1072,1299,1737,1154,1093,0,494,225,147,26,146,952,1385,343,200,875,1543,1408,401,341,349,322,234,201,890,430,318,203,157,305,481,176,2761,650,1044,309
24/03/2015,11,9,633,416,848,1581,2223,1598,1690,0,422,259,113,24,129,1121,1542,390,245,1113,1872,1191,371,531,348,484,302,239,920,605,287,161,149,280,416,264,3223,651,1106,370
24/03/2015,12,45,1471,624,1138,2571,3324,2729,2763,0,948,432,261,85,449,1568,2261,699,331,1665,2766,1986,587,1187,508,1074,674,315,1059,1071,534,225,243,755,796,438,4306,1113,1669,515
24/03/2015,13,50,1441,613,1403,2680,3572,3155,3139,0,931,412,176,34,343,1664,2472,622,365,1753,3000,1827,604,1209,548,995,669,275,1155,1096,757,278,280,772,889,385,4368,1115,1770,575
24/03/2015,14,30,722,499,1037,2193,3018,2329,2614,0,462,235,117,26,145,1420,2151,500,241,1107,2439,1460,393,846,467,748,441,261,966,756,375,190,198,302,587,245,4045,643,1517,373
24/03/2015,15,31,588,527,1420,2224,2944,2284,2449,0,639,257,104,15,181,1474,2176,658,203,731,2634,1947,375,766,574,742,430,200,1070,662,340,201,178,259,536,256,4235,761,1587,529
24/03/2015,16,48,740,961,2464,2431,2981,2269,2355,0,1552,423,122,28,256,1585,3045,808,321,608,2944,2905,493,850,637,796,438,164,1275,739,273,297,177,271,509,210,4514,616,1739,451
24/03/2015,17,51,1269,1720,4093,2709,3013,2389,2292,0,2365,594,221,61,475,2654,5282,1485,732,712,3814,3902,637,1009,1099,960,499,215,2257,769,409,446,360,334,806,278,5277,574,2649,690
24/03/2015,18,44,748,888,1985,2345,2404,1754,1334,0,958,391,143,35,289,1766,3130,961,800,560,2941,2035,458,994,722,981,622,137,1336,744,503,246,273,232,469,291,4305,395,1775,540
24/03/2015,19,35,383,265,717,1798,1708,887,582,0,321,161,62,16,110,1165,1539,478,806,423,1775,933,247,721,304,900,617,161,1078,632,450,164,234,165,235,230,2886,220,956,302
24/03/2015,20,22,272,117,280,1686,1142,465,295,0,333,88,69,17,77,813,1063,262,152,337,1201,657,136,558,147,657,470,106,560,487,426,75,98,132,131,239,2110,223,893,172
24/03/2015,21,8,141,105,240,1297,825,250,187,0,165,60,93,28,86,688,1083,310,138,274,1076,484,125,495,148,595,413,105,378,401,519,35,94,75,218,207,1626,157,666,106
24/03/2015,22,8,189,66,105,904,525,184,175,0,118,25,37,7,19,758,844,223,110,224,673,297,86,364,153,323,318,57,567,392,275,38,59,89,82,115,1089,110,421,93
24/03/2015,23,1,108,63,78,467,387,108,112,0,112,27,32,1,24,416,690,174,1188,152,533,201,60,254,151,165,134,29,181,227,119,98,286,26,69,60,1261,75,357,102
25/03/2015,0,0,48,8,41,172,128,71,51,0,67,7,8,8,5,145,215,70,33,79,212,76,44,138,120,86,38,18,40,91,68,14,35,16,25,3,408,16,87,23
25/03/2015,1,0,13,4,9,69,52,36,17,0,128,5,11,4,3,51,47,25,11,51,64,23,6,65,85,42,21,8,20,57,31,4,13,7,12,10,106,8,42,14
25/03/2015,2,0,13,3,13,31,50,17,8,0,50,2,1,0,3,33,24,15,2,41,18,15,6,43,15,17,14,5,15,27,6,0,1,2,2,5,91,1,35,5
25/03/2015,3,0,1,5,4,41,18,13,16,0,2,4,2,0,0,33,14,10,15,28,30,6,2,69,2,12,17,9,29,27,7,3,0,6,3,5,56,2,16,3
25/03/2015,4,0,11,4,9,44,46,19,20,0,3,3,4,0,0,52,84,35,25,21,29,15,6,52,9,6,2,2,33,35,10,3,3,0,4,4,92,5,19,8
25/03/2015,5,0,54,29,97,53,66,37,27,0,49,13,15,1,26,110,183,62,62,35,113,153,25,32,39,12,19,4,108,17,9,9,22,32,15,8,266,26,52,47
25/03/2015,6,1,233,168,705,158,163,76,80,0,364,114,67,13,107,319,1077,256,212,91,576,726,139,63,229,26,13,31,285,59,29,64,54,92,52,13,714,69,191,123
25/03/2015,7,6,760,741,2292,415,473,268,211,0,1419,298,187,39,221,904,2188,551,466,218,1217,1901,458,135,513,86,41,83,712,173,111,196,131,207,228,51,1665,274,578,327
25/03/2015,8,15,1814,1660,5019,1041,1172,711,590,0,2882,520,284,73,373,1839,4464,1313,774,548,2718,3753,979,294,976,208,144,163,1666,304,236,526,309,536,760,165,3587,881,1477,579
25/03/2015,9,8,1187,949,2663,1109,1313,904,750,0,1439,374,201,31,194,1364,2470,600,378,579,1843,2257,651,336,601,214,180,120,1201,363,178,375,199,427,546,154,3004,788,1172,419
25/03/2015,10,10,668,471,952,1387,1775,1336,1371,0,549,212,185,48,164,1104,1342,391,299,559,1609,1610,450,405,454,279,228,144,912,431,222,204,175,305,453,145,2732,1100,1121,339
